name,address,nature,nightlife,drink,music,dance,history,sports,art,museum,walk,restaurant,movie,Latitude,Longitude
Danson House,"Danson Pk, Bexleyheath, United Kingdom",0,0,1,0,0,0,0,0,0,0,1,0,51.454878,0.1175876
David Lloyd Hampton,"Staines Road, Hampton, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4392091,-0.3621671
Daylight inn,Staion square,0,0,1,0,0,0,0,0,0,0,1,0,51.9009421,0.8935982
Victoria Embankment Gardens,"Victoria Embankment, City of Westminster, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5104602,-0.1156891
Victoria Tower Gardens,"London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
The Beauty Room,"708 High Road, London, North Finchley, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.6135157,-0.1757393
Green Man,Wildcroft Rd.,0,0,1,0,0,0,0,0,0,0,1,0,51.4532068,-0.2218272
Porchester Square,"London, United Kingdom",0,0,1,0,0,0,0,0,0,0,1,0,51.5074456,-0.1277653
Cannizaro Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hilly Fields Stone Circle,"London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
LHT Urban Bar,176 Whitechapel Rd,0,0,1,0,0,0,0,0,0,0,1,0,51.5190934,-0.0589373
Salisbury Arms,Hoppers Rd.,0,0,1,0,0,0,0,0,0,0,1,0,51.6271981,-0.1041906
Wood Wharf,"Poplar, London, United Kingdom",0,0,1,0,0,0,0,0,0,0,1,0,51.5110713,-0.0144629
The Red Lion,2 Castelnau,0,0,1,0,0,0,0,0,0,0,1,0,51.475482,-0.2389586
The Orchid Retreat,"366 Ballards Lane, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.6135796,-0.1768182
The Oaks Park,"Banstead, United Kingdom",1,0,1,0,0,0,0,0,0,1,1,0,51.3238969,-0.1986813
The Tollington,115 Hornsey Road,0,0,1,0,0,0,0,0,0,0,1,0,-27.5426211,152.8722047
Auld Shillelagh,105 Church St.,0,0,0,0,0,0,0,0,0,0,0,0,51.3737505,-0.1050214
The Green Dragon,58-60 High St,0,0,1,0,0,0,0,0,0,0,1,0,51.3342843,1.3146754
Ye Olde Cherry Tree,The Green,0,0,1,0,0,0,0,0,0,0,1,0,35.2239154,-80.8469124
The Swan,215 Clapham Road,0,1,1,1,0,0,0,0,0,0,0,0,39.0503248,-75.4600339
Vauxhall Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Laboratory,"The Avenue, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6035674,0.0733811
West Hampstead,Everywhere!,0,0,1,0,0,0,0,0,0,0,1,0,39.6262264,19.9036023
Stave Hill Ecological Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Railway Bell (Wetherspoon),13 East Barnet Rd.,0,0,1,0,0,0,0,0,0,0,1,0,51.6132767,-0.1562313
Gallery,"411 Hendon Way, London, United Kingdom",0,1,1,1,0,0,0,0,0,0,1,0,51.5750152,-0.2146432
Pavilion Leisure Centre,"Kentish Way, Bromley, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4004871,0.0195187
Coach and Horses,High Rd,0,1,1,0,0,0,0,0,0,0,1,0,48.6345262,-123.8320297
Butterfield Green,"Allen Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5239804,0.2086403
The Lion King,Lyceum Theatre,0,0,0,0,0,0,0,0,0,0,0,0,51.5114808,-0.1200585
The Renaissance Rooms,"Miles Street, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.4830013,-0.1253574
Minet Country Park,"Springfield Road, Hayes, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5120283,-0.3975911
The William Stanley (Wetherspoon),7-8 High St.,0,0,1,0,0,0,0,0,0,0,1,0,52.0826737,-4.6615716
Stationers Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Gander,2 St Dunstans Hill,0,0,1,0,0,0,0,0,0,0,1,0,52.182991,-2.2136041
Harrow Recreation Ground,"Harrow, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5968271,-0.3373046
The Coronation Hall (Wetherspoon),7 St. Marks Hill,0,1,1,0,0,0,0,0,0,0,1,0,51.3936967,-0.3037018
King William IV,816 High Road Leyton,0,1,1,0,0,0,0,0,0,0,1,0,51.5747889,-0.0113892
Belgrave Square Garden,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Punch & Judy,40 The Market,0,0,1,0,0,0,0,0,0,0,1,0,52.95083,-1.1432083
Ruislip Lido,Reservoir Rd.,0,0,1,0,0,0,0,0,0,0,1,0,40.4857753,-79.543738
Leighton House Museum,"12 Holland Park Road, London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.4986135,-0.2031609
Ruskin House,"23 Coombe Road, Croydon, United Kingdom",0,0,1,0,0,0,0,0,0,0,0,0,51.3674869,-0.0966307
Basing Hill Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Finsbury Square Garden,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Eel Pie Pictures,"Eel Pie Island, Twickenham, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.4451265,-0.3254076
Haven Arms,33 Haven Ln.,0,1,1,0,0,0,0,0,0,0,1,0,51.5168303,-0.3000951
The Skylark (Wetherspoon),34-36 South End,0,0,1,0,0,0,0,0,0,0,1,0,51.3661685,-0.0993701
The Moon on the Hill (Wetherspoon),5-9 Hill Rd.,0,1,1,0,0,0,0,0,0,0,1,0,51.3618835,-0.1932923
The Crown & Pepper,242 High Street,0,0,1,0,0,0,0,0,0,0,1,0,51.376042,0.0992225
The Shirley Inn,158 Wickham Rd.,0,0,1,0,0,0,0,0,0,0,1,0,51.3743818,-0.0502512
Odeon Cinema South Woodford,"60-64 High Rd, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,1,51.6077575,-0.067922
Hillside Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Spring Grove,13 Bloomfield Rd,0,1,1,1,0,0,0,0,0,0,1,0,-38.6549728,177.9238957
Brunel Museum,"Railway Avenue, London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.5013519,-0.0522973
Barking Park,Longbridge Rd.,1,0,0,0,0,0,0,0,0,1,0,0,51.5486453,0.1003826
Barcode,69 Goding St.,0,1,1,1,1,0,0,0,0,0,0,0,46.7741152,14.9258546
The Eel Pie,9-11 Church Street,0,1,1,0,0,0,0,0,0,0,1,0,51.3603216,1.0314944
East Greenwich Pleasaunce,"Chevening Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5366765,-0.2138025
Ye Olde Black Horse,43 Halfway St.,0,1,1,1,1,0,0,0,0,0,1,0,51.4372426,0.0984691
King Edward VII Memorial Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Zabludowicz Collection,"176 Prince of Wales Road, London, United Kingdom",0,0,0,0,0,0,0,1,0,0,0,0,51.5460221,-0.1532441
Edgwarebury Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
The John Baird,122 Fortis Green Rd.,0,1,1,0,0,0,0,0,0,0,1,0,51.5905124,-0.1469494
Buckingham Palace Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
High Road House,162-166 Chiswick High Rd,0,0,1,0,0,0,0,0,0,0,1,0,51.4929091,-0.2547498
Whittington Park,"Holloway Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5528674,-0.1130095
Foxham Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Hampton Pool,"High Street, Hampton, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4144858,-0.3612541
Harrow Lodge Park,Harrow Lodge Park,1,0,0,0,0,0,0,0,0,1,0,0,51.5575785,0.2044744
Hackney Museum,"1 Reading Lane, London, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.5446111,-0.057337
Stoke Newington Common,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Lammas Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Spitalfields Arts Market,Market St.,0,0,0,0,0,0,0,1,0,0,0,0,35.0589025,-85.3092216
Bedford Square Garden,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Penderel's Oak (Wetherspoon),283-288 High Holborn,0,1,1,0,0,0,0,0,0,0,1,0,51.5178286,-0.1153303
Saint Luke's Garden,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Park Tavern,45 Passy Pl.,0,1,1,0,0,0,0,0,0,0,1,0,48.4654698,9.226522
Acorn 20/20,20 Richmond Rd,0,1,1,1,1,0,0,0,0,0,0,0,50.8358561,-0.1301552
George & Dragon,2 Blackheath Hill,0,1,1,1,1,0,0,0,0,0,0,0,51.472899,-0.0151598
The Surrey Docks (Wetherspoon),185 Lower Rd,0,1,1,1,1,0,0,0,0,0,1,0,51.4930787,-0.0463964
Bethnal Green Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Downhills Park,"Downhills Park Road, London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5905078,-0.0964718
Allen Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Springfield Park,"Springfield, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5684227,-0.0564965
Roehampton Club,"Roehampton Lane, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4473821,-0.2360627
Jolly Gardeners,214 Garratt Ln.,0,0,1,0,0,0,0,0,0,0,1,0,51.446886,-0.1895679
The Grove,Ealing Green,0,1,1,0,0,0,0,0,0,0,1,0,51.5113621,-0.3060673
Fortune Green,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Avondale Park,"Walmer Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5121705,-0.2122273
Victoria Recreation Ground,United Kingdom,0,0,0,0,0,0,1,0,0,0,0,0,54.7023545,-3.2765753
Hogs Back Open Space,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
The Black Horse,Black Horse Parade,0,1,1,1,1,0,0,0,0,0,0,0,51.5847999,-0.4063974
Perfect Image Consultants,"2 Manor Rd, Ruislip, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5756128,-0.4309922
Kingsend Dental,"34 Kingsend, Ruislip, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5722578,-0.4269153
The Green Man,Hatton Cross,0,1,1,0,0,0,0,0,0,0,1,0,51.4665357,-0.4239942
Canbury Gardens,"Kingston upon Thames, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4096275,-0.3062621
Canada Square Park,"London, United Kingdom",0,1,1,1,1,0,0,0,0,0,1,0,51.5074456,-0.1277653
Colliers Wood Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Curzon Richmond,"Water Lane, Richmond, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,1,51.4462659,-0.3277516
The Riverside,5 St. George Wharf,0,0,1,0,0,0,0,0,0,0,1,0,51.4856332,-0.1270319
The Matchroom Stadium,"Brisbane Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5600713,-0.0125999
Lucas Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Camden Gardens,"Camden Street, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5388533,-0.1384449
William Morris Gallery,"Lloyd Park, Forest Road, London, United Kingdom",0,0,0,0,0,0,0,1,1,0,0,0,51.5908503,-0.0221566
O2 Academy Islington,16 Parkfield St,0,1,1,1,1,0,0,0,0,0,0,0,51.5347874,-0.1057899
Railway Fields,"381 Green Lanes, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5888326,-0.101685
Trinity Square Gardens,"London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
Cirque le Soir,"15-21 Ganton Street, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.5128936,-0.1390113
Shaftesbury Park Recreation Ground,"Bromley, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4028046,0.0148142
Raffles,"287 King's Road, London, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.4852687,-0.1736058
Canonbury Square Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
South Norwood Grounds Cricket Ground,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Discover Greenwich Visitor Centre,"London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.5074456,-0.1277653
Greenwich Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Kew Green,Kew Green,1,0,0,0,0,0,0,0,0,1,0,0,51.484232,-0.2889368
Warwick Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Bishop's Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Naval College Gardens,"London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
North End Tavern,"245, Cheam Common Rd",0,1,1,0,0,0,0,0,0,0,1,0,51.3728534,-0.2315594
Deptford Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Linford Christie Stadium,Du Cane Road,0,0,0,0,0,0,1,0,0,0,0,0,51.5157327,-0.2404593
The Red Lion & Pineapple (Wetherspoon),281 High St.,0,1,1,0,0,0,0,0,0,0,1,0,51.3743726,0.0987564
The Hand In Hand,61 New Park Rd.,0,1,1,1,1,0,0,0,0,0,0,0,51.4475367,-0.1267936
The Pied Bull,8-9 Bull's Cross,0,1,1,0,0,0,0,0,0,0,1,0,51.6790812,-0.058959
West End Green,"Mill Lane, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5514836,-0.1996118
Waterlow Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
New Cross Inn,323 New Cross Rd.,0,1,1,1,1,0,0,0,0,0,1,0,51.4757953,-0.0370911
Kensington Gardens Square,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Kilburn Grange Park,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Norfolk Square Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Marble Arch,Oxford St,1,0,0,0,0,1,0,0,0,1,0,0,51.5150747,-0.1436903
The Pelton Arms,23-25 Pelton Rd.,0,1,1,1,0,0,0,0,0,0,1,0,51.4868776,0.0025609
Chelsea Common,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Bostall Gardens,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Town Of Ramsgate,62 Wapping High St,0,1,1,0,0,0,0,0,0,0,1,0,51.5034059,-0.0620471
Friends House Garden,"173-177 Euston Road, London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5263885,-0.1326344
South Park Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Kyoto Garden,"100 Holland Park Avenue, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.50694,-0.2070243
The Belvedere,106 High Rd.,0,1,1,0,0,0,0,0,0,0,1,0,52.3862556,1.2710146
The Plough,239 Sipson Rd,0,1,1,0,0,0,0,0,0,0,1,0,51.4934564,-0.4577874
Figge's Marsh,United Kingdom,1,0,0,0,0,0,1,0,0,1,0,0,54.7023545,-3.2765753
David Lloyd Sudbury Hill,"Greenford Road, Greenford, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.522522,-0.3539983
Revolution Karting,"422-424 Burdett Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5179361,-0.0307896
Church House Gardens,"Church Rd, Bromley, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4014841,-0.0002765
Flanders Road Playing Fields,"London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5074456,-0.1277653
Talacre Sports Centre,"Dalby Street, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5469429,-0.1469636
The Rockingham Arms (Wetherspoon),Metro Central Heights,0,1,1,0,0,0,0,0,0,0,1,0,51.4962123,-0.0992364
Marble Hill House,"Richmond Road, London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.6301979,0.0029283
Maggie's,329 Fulham Rd.,0,1,1,1,1,0,0,0,0,0,0,0,51.4862346,-0.1801576
Poulter Park,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Coral Romford Greyhound Stadium,"London Road, Romford, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.573355,0.150772
Holland Garden,"Cambridge Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4546816,-0.3071711
Jubilee Gardens,"Belvedere Road, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.505174,0.13266
Muswell Hill Broadway,Muswell Hill Broadway,0,0,0,0,0,0,0,0,0,0,0,0,51.5904249,-0.1434598
Paddington Street Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Parliament Square,"London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.5074456,-0.1277653
Pleasance Theatre,2 Carpenter Gardens,0,0,0,0,0,0,0,0,0,0,0,0,10.617178,-61.31514
Thames Barrier,1 Unity Way,0,0,0,0,0,1,0,0,0,1,0,0,51.4951627,0.0410146
Beverley Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Vervena Laser & Beauty Clinic,"126 West End Lane, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5968903,-0.3898917
Islington Tennis Centre,"Market Road, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.5460059,-0.1229292
Elthorne Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Holland Tringham (Wetherspoon),107-109 Streatham High Rd.,0,1,1,0,0,0,0,0,0,0,1,0,51.4301098,-0.1298559
Well Street Common,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Shortlands Tavern,5 Station Rd.,0,1,1,1,0,0,0,0,0,0,1,0,51.4325781,0.1023547
Jubilee Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Portman Square,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Ladbroke Square Garden,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Nunhead Cemetery,Linden Grove,0,0,0,0,0,0,0,0,0,1,0,0,47.862977,-92.870454
Guy Earl Of Warwickâ€Ž,Park View Road,0,1,1,1,1,0,0,0,0,0,0,0,51.4603615,0.1165324
McClusky's,4 Bishops Hall,0,1,1,1,1,0,0,0,0,0,0,0,53.9507761,-1.039514
Ducketts Common,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Foots Cray Meadow,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Tooting Tram & Social,46-48 Mitcham Rd.,0,1,1,1,1,0,0,0,0,0,0,0,51.3906161,-0.1335893
Forty Hall & Estate,"Forty Hill, London, United Kingdom",1,0,0,0,0,1,0,0,0,1,0,0,51.6706812,-0.0642212
Trinity Bar,"378-380 Station Road, Harrow, United Kingdom",0,1,1,1,0,0,0,0,0,0,0,0,51.5848821,-0.3619407
Buccleuch Gardens,"Richmond, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.4405529,-0.3076394
Tooting Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Roof Gardens Club,99 Kensington High Street,1,0,0,0,0,0,0,0,0,1,0,0,51.5011463,-0.1914769
Myatt's Fields,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Asparagus (Wetherspoon),1-13 Falcon Rd.,0,1,1,0,0,0,0,0,0,0,1,0,51.4698963,-0.1713191
York House Gardens,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Hammersmith Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Newington Green,Green Lanes,1,0,0,0,0,0,0,0,0,1,0,0,51.5706583,-0.0958514
Tufnell Park Tavern,162 Tufnell Park Road,0,0,1,0,0,0,0,0,0,0,1,0,51.5576826,-0.1322284
London Fields,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Elmhurst Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Raynes Park Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.5074456,-0.1277653
Eel Brook Common,United Kingdom,1,0,0,0,0,0,0,0,0,1,0,0,54.7023545,-3.2765753
Ruskin Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Richmond Park Golf Course,"Norstead Pl, London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.4411248,-0.2438074
Greenwich Theatre,Croom's Hill,0,0,0,0,0,0,0,0,0,0,0,0,51.1267247,-1.0698115
The Star,Northolt Road,0,1,1,1,1,0,0,0,0,0,0,0,51.5646917,-0.3531549
Clubul Romanesc Masons Arms,"75 High Street, Edgware, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.6104438,-0.279408
The Tudor Rose,68 The Green,0,1,1,1,1,0,0,0,0,0,0,0,51.3993534,-0.2173283
Beckenham Green,"High St, Beckenham, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.410553,-0.0249536
Museum Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Parsons Green,Parsons Green Ln.,1,0,0,0,0,0,0,0,0,1,0,0,51.4746174,-0.2006646
Sir John McDougall Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Berkeley Square,"Westminster, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5004439,-0.1265398
Anerley Park,Anerley Park,0,0,0,0,0,0,0,0,0,1,0,0,-26.1695522,28.0487083
Broomfield Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Lee Valley Athletics Centre,"61 Meridian Way, London, Edmonton, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.6298833,-0.0375897
Pura Beauty,"138 Crouch Hill, London, Crouch End, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5779584,-0.1234532
South Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Firepower: The Royal Artillery Museum,"Royal Arsenal, London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.495037,0.0708794
The Lyttelton Arms,1A Camden High St,0,1,1,0,0,0,0,0,0,0,1,0,51.5347484,-0.1381645
Sussex Gardens Open Space,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Wormholt Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Park Hill Park,"Fairfield Path, Croydon, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.3663652,-0.0832826
Albert Bridge Gardens,"London, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Greystoke,7 Queens Parade,0,1,1,0,0,0,0,0,0,0,1,0,-37.8677249,145.0980818
Upper and Lower Grosvenor Gardens,"Grosvenor Gardens, London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.497117,-0.146082
The Silver Bullet,5 Station Place,0,1,1,1,1,0,0,0,0,0,0,0,56.7953424,-2.3371498
The Angel,693 Uxbridge Rd.,0,1,1,0,0,0,0,0,0,0,1,0,43.9782562,-79.1875827
The King & Tinker,Whitewebbs Lane,0,1,1,0,0,0,0,0,0,0,1,0,51.6812066,-0.0663885
The HG Wells,101 Cheam Common Rd.,0,0,1,0,0,0,0,0,0,0,1,0,51.3728534,-0.2315594
Mayow Park,"Mayow Road, London, United Kingdom",1,0,0,0,0,0,1,0,0,1,0,0,51.4299082,-0.0465485
Peter Harrison Planetarium,"Royal Observatory, Blackheath Avenue, London, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,51.4773622,-0.0008456
Little Wormwood Scrubs Recreation Ground,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Rio's Naturist Club,"239-241 Kentish Town Road, London, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,51.5480758,-0.1416616
Saint Mary's Church Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Memorial Park,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
The Lord Denman (Wetherspoon),270-272 Heathway,0,1,1,0,0,0,0,0,0,0,1,0,51.5318681,0.1480659
Mawson Arms,Mawson Ln.,0,1,1,0,0,0,0,0,0,0,1,0,51.4878561,-0.2504242
The Alliance,40 Mill Lane,0,1,1,0,0,0,0,0,0,0,1,0,54.2387291,-0.3662192
Robin Hood Pub,The Ridgeway,0,1,1,0,0,0,0,0,0,0,1,0,-35.3390736,149.2612379
Viva,"1-3 Hill Rise, Richmond, United Kingdom",0,1,1,1,1,0,0,0,0,0,0,0,51.4580642,-0.3056069
Claddagh Ring,10 Church Road,0,1,1,0,0,0,0,0,0,0,1,0,-27.3597115,153.0439102
The Chequers,177 Southborough Lane,0,1,1,0,0,0,0,0,0,0,1,0,51.3897599,0.047569
Wimbledon Windmill Museum,"Windmill Road, London, United Kingdom",0,0,0,0,0,1,0,0,1,0,0,0,51.4964806,-0.3140789
The Richmal Crompton (Wetherspoon),23 Westmoreland Place,0,1,1,1,1,0,0,0,0,0,1,0,38.6462696,-90.2686481
Dean Gardens,"London, United Kingdom",1,0,0,0,0,0,0,0,0,1,0,0,51.5074456,-0.1277653
Millennium Arena,"Albert Bridge Rd, London, United Kingdom",0,0,0,0,0,0,1,0,0,0,0,0,51.4774792,-0.164593
The Railway Hotel,Red Lodge Rd,0,1,1,0,0,0,0,0,0,0,1,0,51.3809275,-0.013112
